path,dataset,speaker,emotion
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-05-01-01-01-16.wav,RAVDESS,Actor_16,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-05-01-01-02-16.wav,RAVDESS,Actor_16,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-05-01-02-01-16.wav,RAVDESS,Actor_16,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-05-01-02-02-16.wav,RAVDESS,Actor_16,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-05-02-01-01-16.wav,RAVDESS,Actor_16,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-05-02-01-02-16.wav,RAVDESS,Actor_16,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-05-02-02-01-16.wav,RAVDESS,Actor_16,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-05-02-02-02-16.wav,RAVDESS,Actor_16,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-06-01-01-01-16.wav,RAVDESS,Actor_16,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-06-01-01-02-16.wav,RAVDESS,Actor_16,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-06-01-02-01-16.wav,RAVDESS,Actor_16,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-06-01-02-02-16.wav,RAVDESS,Actor_16,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-06-02-01-01-16.wav,RAVDESS,Actor_16,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-06-02-01-02-16.wav,RAVDESS,Actor_16,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-06-02-02-01-16.wav,RAVDESS,Actor_16,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-06-02-02-02-16.wav,RAVDESS,Actor_16,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-07-01-01-01-16.wav,RAVDESS,Actor_16,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-07-01-01-02-16.wav,RAVDESS,Actor_16,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-07-01-02-01-16.wav,RAVDESS,Actor_16,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-07-01-02-02-16.wav,RAVDESS,Actor_16,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-07-02-01-01-16.wav,RAVDESS,Actor_16,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-07-02-01-02-16.wav,RAVDESS,Actor_16,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-07-02-02-01-16.wav,RAVDESS,Actor_16,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-07-02-02-02-16.wav,RAVDESS,Actor_16,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-08-01-01-01-16.wav,RAVDESS,Actor_16,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-08-01-01-02-16.wav,RAVDESS,Actor_16,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-08-01-02-01-16.wav,RAVDESS,Actor_16,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-08-01-02-02-16.wav,RAVDESS,Actor_16,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-08-02-01-01-16.wav,RAVDESS,Actor_16,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-08-02-01-02-16.wav,RAVDESS,Actor_16,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-08-02-02-01-16.wav,RAVDESS,Actor_16,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_16\03-01-08-02-02-02-16.wav,RAVDESS,Actor_16,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-01-01-01-01-17.wav,RAVDESS,Actor_17,neutral
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-01-01-01-02-17.wav,RAVDESS,Actor_17,neutral
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-01-01-02-01-17.wav,RAVDESS,Actor_17,neutral
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-01-01-02-02-17.wav,RAVDESS,Actor_17,neutral
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-02-01-01-01-17.wav,RAVDESS,Actor_17,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-02-01-01-02-17.wav,RAVDESS,Actor_17,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-02-01-02-01-17.wav,RAVDESS,Actor_17,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-02-01-02-02-17.wav,RAVDESS,Actor_17,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-02-02-01-01-17.wav,RAVDESS,Actor_17,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-02-02-01-02-17.wav,RAVDESS,Actor_17,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-02-02-02-01-17.wav,RAVDESS,Actor_17,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-02-02-02-02-17.wav,RAVDESS,Actor_17,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-03-01-01-01-17.wav,RAVDESS,Actor_17,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-03-01-01-02-17.wav,RAVDESS,Actor_17,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-03-01-02-01-17.wav,RAVDESS,Actor_17,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-03-01-02-02-17.wav,RAVDESS,Actor_17,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-03-02-01-01-17.wav,RAVDESS,Actor_17,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-03-02-01-02-17.wav,RAVDESS,Actor_17,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-03-02-02-01-17.wav,RAVDESS,Actor_17,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-03-02-02-02-17.wav,RAVDESS,Actor_17,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-04-01-01-01-17.wav,RAVDESS,Actor_17,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-04-01-01-02-17.wav,RAVDESS,Actor_17,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-04-01-02-01-17.wav,RAVDESS,Actor_17,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-04-01-02-02-17.wav,RAVDESS,Actor_17,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-04-02-01-01-17.wav,RAVDESS,Actor_17,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-04-02-01-02-17.wav,RAVDESS,Actor_17,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-04-02-02-01-17.wav,RAVDESS,Actor_17,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-04-02-02-02-17.wav,RAVDESS,Actor_17,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-05-01-01-01-17.wav,RAVDESS,Actor_17,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-05-01-01-02-17.wav,RAVDESS,Actor_17,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-05-01-02-01-17.wav,RAVDESS,Actor_17,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-05-01-02-02-17.wav,RAVDESS,Actor_17,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-05-02-01-01-17.wav,RAVDESS,Actor_17,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-05-02-01-02-17.wav,RAVDESS,Actor_17,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-05-02-02-01-17.wav,RAVDESS,Actor_17,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-05-02-02-02-17.wav,RAVDESS,Actor_17,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-06-01-01-01-17.wav,RAVDESS,Actor_17,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-06-01-01-02-17.wav,RAVDESS,Actor_17,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-06-01-02-01-17.wav,RAVDESS,Actor_17,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-06-01-02-02-17.wav,RAVDESS,Actor_17,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-06-02-01-01-17.wav,RAVDESS,Actor_17,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-06-02-01-02-17.wav,RAVDESS,Actor_17,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-06-02-02-01-17.wav,RAVDESS,Actor_17,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-06-02-02-02-17.wav,RAVDESS,Actor_17,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-07-01-01-01-17.wav,RAVDESS,Actor_17,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-07-01-01-02-17.wav,RAVDESS,Actor_17,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-07-01-02-01-17.wav,RAVDESS,Actor_17,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-07-01-02-02-17.wav,RAVDESS,Actor_17,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-07-02-01-01-17.wav,RAVDESS,Actor_17,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-07-02-01-02-17.wav,RAVDESS,Actor_17,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-07-02-02-01-17.wav,RAVDESS,Actor_17,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-07-02-02-02-17.wav,RAVDESS,Actor_17,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-08-01-01-01-17.wav,RAVDESS,Actor_17,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-08-01-01-02-17.wav,RAVDESS,Actor_17,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-08-01-02-01-17.wav,RAVDESS,Actor_17,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-08-01-02-02-17.wav,RAVDESS,Actor_17,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-08-02-01-01-17.wav,RAVDESS,Actor_17,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-08-02-01-02-17.wav,RAVDESS,Actor_17,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-08-02-02-01-17.wav,RAVDESS,Actor_17,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_17\03-01-08-02-02-02-17.wav,RAVDESS,Actor_17,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-01-01-01-01-18.wav,RAVDESS,Actor_18,neutral
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-01-01-01-02-18.wav,RAVDESS,Actor_18,neutral
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-01-01-02-01-18.wav,RAVDESS,Actor_18,neutral
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-01-01-02-02-18.wav,RAVDESS,Actor_18,neutral
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-02-01-01-01-18.wav,RAVDESS,Actor_18,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-02-01-01-02-18.wav,RAVDESS,Actor_18,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-02-01-02-01-18.wav,RAVDESS,Actor_18,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-02-01-02-02-18.wav,RAVDESS,Actor_18,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-02-02-01-01-18.wav,RAVDESS,Actor_18,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-02-02-01-02-18.wav,RAVDESS,Actor_18,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-02-02-02-01-18.wav,RAVDESS,Actor_18,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-02-02-02-02-18.wav,RAVDESS,Actor_18,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-03-01-01-01-18.wav,RAVDESS,Actor_18,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-03-01-01-02-18.wav,RAVDESS,Actor_18,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-03-01-02-01-18.wav,RAVDESS,Actor_18,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-03-01-02-02-18.wav,RAVDESS,Actor_18,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-03-02-01-01-18.wav,RAVDESS,Actor_18,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-03-02-01-02-18.wav,RAVDESS,Actor_18,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-03-02-02-01-18.wav,RAVDESS,Actor_18,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-03-02-02-02-18.wav,RAVDESS,Actor_18,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-04-01-01-01-18.wav,RAVDESS,Actor_18,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-04-01-01-02-18.wav,RAVDESS,Actor_18,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-04-01-02-01-18.wav,RAVDESS,Actor_18,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-04-01-02-02-18.wav,RAVDESS,Actor_18,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-04-02-01-01-18.wav,RAVDESS,Actor_18,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-04-02-01-02-18.wav,RAVDESS,Actor_18,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-04-02-02-01-18.wav,RAVDESS,Actor_18,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-04-02-02-02-18.wav,RAVDESS,Actor_18,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-05-01-01-01-18.wav,RAVDESS,Actor_18,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-05-01-01-02-18.wav,RAVDESS,Actor_18,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-05-01-02-01-18.wav,RAVDESS,Actor_18,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-05-01-02-02-18.wav,RAVDESS,Actor_18,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-05-02-01-01-18.wav,RAVDESS,Actor_18,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-05-02-01-02-18.wav,RAVDESS,Actor_18,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-05-02-02-01-18.wav,RAVDESS,Actor_18,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-05-02-02-02-18.wav,RAVDESS,Actor_18,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-06-01-01-01-18.wav,RAVDESS,Actor_18,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-06-01-01-02-18.wav,RAVDESS,Actor_18,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-06-01-02-01-18.wav,RAVDESS,Actor_18,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-06-01-02-02-18.wav,RAVDESS,Actor_18,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-06-02-01-01-18.wav,RAVDESS,Actor_18,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-06-02-01-02-18.wav,RAVDESS,Actor_18,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-06-02-02-01-18.wav,RAVDESS,Actor_18,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-06-02-02-02-18.wav,RAVDESS,Actor_18,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-07-01-01-01-18.wav,RAVDESS,Actor_18,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-07-01-01-02-18.wav,RAVDESS,Actor_18,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-07-01-02-01-18.wav,RAVDESS,Actor_18,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-07-01-02-02-18.wav,RAVDESS,Actor_18,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-07-02-01-01-18.wav,RAVDESS,Actor_18,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-07-02-01-02-18.wav,RAVDESS,Actor_18,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-07-02-02-01-18.wav,RAVDESS,Actor_18,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-07-02-02-02-18.wav,RAVDESS,Actor_18,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-08-01-01-01-18.wav,RAVDESS,Actor_18,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-08-01-01-02-18.wav,RAVDESS,Actor_18,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-08-01-02-01-18.wav,RAVDESS,Actor_18,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-08-01-02-02-18.wav,RAVDESS,Actor_18,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-08-02-01-01-18.wav,RAVDESS,Actor_18,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-08-02-01-02-18.wav,RAVDESS,Actor_18,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-08-02-02-01-18.wav,RAVDESS,Actor_18,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_18\03-01-08-02-02-02-18.wav,RAVDESS,Actor_18,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-01-01-01-01-19.wav,RAVDESS,Actor_19,neutral
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-01-01-01-02-19.wav,RAVDESS,Actor_19,neutral
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-01-01-02-01-19.wav,RAVDESS,Actor_19,neutral
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-01-01-02-02-19.wav,RAVDESS,Actor_19,neutral
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-02-01-01-01-19.wav,RAVDESS,Actor_19,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-02-01-01-02-19.wav,RAVDESS,Actor_19,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-02-01-02-01-19.wav,RAVDESS,Actor_19,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-02-01-02-02-19.wav,RAVDESS,Actor_19,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-02-02-01-01-19.wav,RAVDESS,Actor_19,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-02-02-01-02-19.wav,RAVDESS,Actor_19,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-02-02-02-01-19.wav,RAVDESS,Actor_19,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-02-02-02-02-19.wav,RAVDESS,Actor_19,calm
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-03-01-01-01-19.wav,RAVDESS,Actor_19,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-03-01-01-02-19.wav,RAVDESS,Actor_19,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-03-01-02-01-19.wav,RAVDESS,Actor_19,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-03-01-02-02-19.wav,RAVDESS,Actor_19,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-03-02-01-01-19.wav,RAVDESS,Actor_19,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-03-02-01-02-19.wav,RAVDESS,Actor_19,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-03-02-02-01-19.wav,RAVDESS,Actor_19,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-03-02-02-02-19.wav,RAVDESS,Actor_19,happy
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-04-01-01-01-19.wav,RAVDESS,Actor_19,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-04-01-01-02-19.wav,RAVDESS,Actor_19,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-04-01-02-01-19.wav,RAVDESS,Actor_19,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-04-01-02-02-19.wav,RAVDESS,Actor_19,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-04-02-01-01-19.wav,RAVDESS,Actor_19,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-04-02-01-02-19.wav,RAVDESS,Actor_19,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-04-02-02-01-19.wav,RAVDESS,Actor_19,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-04-02-02-02-19.wav,RAVDESS,Actor_19,sad
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-05-01-01-01-19.wav,RAVDESS,Actor_19,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-05-01-01-02-19.wav,RAVDESS,Actor_19,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-05-01-02-01-19.wav,RAVDESS,Actor_19,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-05-01-02-02-19.wav,RAVDESS,Actor_19,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-05-02-01-01-19.wav,RAVDESS,Actor_19,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-05-02-01-02-19.wav,RAVDESS,Actor_19,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-05-02-02-01-19.wav,RAVDESS,Actor_19,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-05-02-02-02-19.wav,RAVDESS,Actor_19,angry
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-06-01-01-01-19.wav,RAVDESS,Actor_19,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-06-01-01-02-19.wav,RAVDESS,Actor_19,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-06-01-02-01-19.wav,RAVDESS,Actor_19,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-06-01-02-02-19.wav,RAVDESS,Actor_19,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-06-02-01-01-19.wav,RAVDESS,Actor_19,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-06-02-01-02-19.wav,RAVDESS,Actor_19,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-06-02-02-01-19.wav,RAVDESS,Actor_19,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-06-02-02-02-19.wav,RAVDESS,Actor_19,fearful
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-07-01-01-01-19.wav,RAVDESS,Actor_19,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-07-01-01-02-19.wav,RAVDESS,Actor_19,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-07-01-02-01-19.wav,RAVDESS,Actor_19,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-07-01-02-02-19.wav,RAVDESS,Actor_19,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-07-02-01-01-19.wav,RAVDESS,Actor_19,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-07-02-01-02-19.wav,RAVDESS,Actor_19,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-07-02-02-01-19.wav,RAVDESS,Actor_19,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-07-02-02-02-19.wav,RAVDESS,Actor_19,disgust
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-08-01-01-01-19.wav,RAVDESS,Actor_19,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-08-01-01-02-19.wav,RAVDESS,Actor_19,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-08-01-02-01-19.wav,RAVDESS,Actor_19,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-08-01-02-02-19.wav,RAVDESS,Actor_19,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-08-02-01-01-19.wav,RAVDESS,Actor_19,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-08-02-01-02-19.wav,RAVDESS,Actor_19,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-08-02-02-01-19.wav,RAVDESS,Actor_19,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_19\03-01-08-02-02-02-19.wav,RAVDESS,Actor_19,surprised
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_20\03-01-01-01-01-01-20.wav,RAVDESS,Actor_20,neutral
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_20\03-01-01-01-01-02-20.wav,RAVDESS,Actor_20,neutral
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_20\03-01-01-01-02-01-20.wav,RAVDESS,Actor_20,neutral
data\RAVDESS\Audio_Speech_Actors_01-24\Actor_20\03-01-01-01-02-02-20.wav,RAVDESS,Actor_20,neutral
